equipo_tag,temp_motor_c,presion_hidraulica_psi,vibracion_rodamientos_mm_s,presion_aceite_psi,temp_refrigerante_c,rpm_motor,voltaje_sistema_v,corriente_a,desgaste_componente_hrs,falla_maquina,tipo_falla
PALA-03,83.96,3416.64,1.43,62.08,84.99,1551.2,25.69,156.49,1030.7,0,NORMAL
PALA-01,78.57,3235.26,1.17,49.07,79.08,1726.4,26.79,154.3,2819.4,0,NORMAL
PALA-03,81.36,3564.46,0.58,47.86,90.33,1634.0,27.05,74.17,1895.3,0,NORMAL
CARG-02,85.95,3147.57,5.94,53.72,83.91,1735.5,26.43,159.45,3503.9,1,FALLA_DESGASTE_RODAMIENTOS
PALA-01,85.56,2904.79,2.19,50.58,78.39,1761.0,24.81,179.98,849.1,0,NORMAL
PALA-03,81.9,2857.22,1.46,54.49,77.89,1645.1,25.32,114.41,3243.5,0,NORMAL
CARG-02,74.04,3037.39,1.94,49.61,79.21,1609.6,26.92,122.57,3335.5,0,NORMAL
CARG-01,95.47,3396.99,2.08,52.43,72.74,1829.3,25.8,162.28,2651.7,0,NORMAL
PALA-03,89.86,3135.74,1.79,50.21,82.11,1755.8,25.8,174.39,1106.6,0,NORMAL
CARG-01,85.25,3332.97,2.9,58.31,83.77,1398.9,26.46,154.15,2769.9,0,NORMAL
PALA-02,78.61,3546.33,5.03,56.56,77.13,1535.5,25.77,172.09,2548.7,0,NORMAL
PALA-02,81.49,3051.98,1.21,55.24,74.79,1504.9,24.7,164.65,779.7,0,NORMAL
CARG-01,79.55,3336.13,3.2,59.27,77.36,1700.9,18.59,146.54,331.5,1,FALLA_ELECTRICA
CARG-01,87.69,3347.01,1.32,55.32,84.99,1744.3,26.08,158.76,715.9,0,NORMAL
CARG-02,83.18,3095.07,2.41,54.89,84.21,1699.4,25.96,158.91,3040.5,0,NORMAL
CARG-02,78.47,3493.76,0.98,53.4,81.86,1644.6,26.96,160.79,589.6,0,NORMAL
PALA-03,79.88,3198.21,2.32,50.42,87.57,1842.6,26.47,154.78,2782.6,0,NORMAL
PALA-03,87.05,3180.92,1.63,50.43,74.24,1758.5,26.41,171.93,1148.7,0,NORMAL
CARG-01,89.2,3630.09,1.61,54.74,80.17,1610.5,27.33,193.18,2546.0,0,NORMAL
PALA-03,88.88,3344.1,2.18,59.09,83.24,1618.3,25.15,175.22,3153.1,0,NORMAL
CARG-01,85.41,3416.55,1.13,56.85,84.16,1628.5,27.65,79.19,2769.1,0,NORMAL
CARG-01,80.86,3493.88,1.13,56.82,84.22,1678.3,27.72,111.47,1904.0,0,NORMAL
CARG-02,67.41,3132.91,1.66,48.47,83.9,1724.2,26.31,180.72,66.8,0,NORMAL
PALA-02,83.34,3474.97,3.16,56.61,86.28,1769.6,26.09,131.48,525.5,0,NORMAL
PALA-02,81.99,3159.66,1.68,52.0,84.04,1621.2,27.47,201.09,2752.8,0,NORMAL
PALA-01,82.63,3151.97,5.08,54.88,76.38,1557.2,26.19,108.27,385.2,0,NORMAL
PALA-03,82.24,3201.04,5.8,56.76,79.18,1767.2,26.68,188.88,3407.4,0,NORMAL
PALA-01,76.03,3138.03,1.92,48.22,74.22,1819.5,26.62,129.39,3397.5,0,NORMAL
PALA-02,84.51,3397.99,4.22,54.79,84.99,1925.2,20.46,199.29,1064.0,1,FALLA_ELECTRICA
PALA-03,84.84,3298.1,1.23,55.18,85.78,1768.6,25.52,134.15,168.0,0,NORMAL
PALA-02,85.07,3161.58,2.04,58.99,76.12,1632.4,26.75,126.16,2626.7,0,NORMAL
PALA-03,86.26,3371.41,2.23,51.42,79.48,1793.3,25.69,162.82,709.5,0,NORMAL
PALA-01,84.72,3200.47,2.66,53.69,73.98,1701.9,25.92,108.64,2580.1,0,NORMAL
PALA-01,80.15,3190.95,0.88,54.85,80.52,1558.6,27.14,126.82,1205.6,0,NORMAL
CARG-01,81.68,3258.76,2.16,51.42,77.69,1714.2,26.0,190.39,1336.1,0,NORMAL
PALA-02,82.41,3333.42,3.62,51.32,76.33,1753.9,25.89,210.81,2123.2,0,NORMAL
PALA-01,82.48,3320.17,0.55,51.13,80.9,1892.0,26.56,152.05,615.4,0,NORMAL
PALA-03,86.49,3184.62,1.27,53.36,88.53,1728.6,27.48,142.66,3394.8,0,NORMAL
CARG-01,84.9,3402.48,3.66,62.74,84.18,1622.2,18.64,106.68,199.6,1,FALLA_ELECTRICA
PALA-01,91.35,3209.97,1.44,53.54,79.99,1493.6,27.31,182.21,3320.0,0,NORMAL
PALA-03,91.93,3132.1,2.12,56.44,80.81,1572.5,27.3,144.53,1080.1,0,NORMAL
PALA-01,82.36,2985.76,2.45,54.16,88.51,1603.6,26.38,117.64,2349.3,0,NORMAL
PALA-01,64.74,1971.93,1.27,31.35,86.03,1920.0,28.45,169.72,3493.0,1,FALLA_PRESION_HIDRAULICA
PALA-03,87.57,3252.23,1.04,53.88,79.76,1697.1,26.56,113.84,867.6,0,NORMAL
PALA-03,79.57,3287.96,1.78,57.85,83.0,1709.2,26.37,165.33,1689.4,0,NORMAL
PALA-03,78.39,3438.24,3.32,53.73,77.01,1852.1,26.71,146.28,131.1,0,NORMAL
CARG-01,80.21,3164.07,2.17,53.2,81.1,1792.3,26.61,166.72,790.9,0,NORMAL
CARG-02,79.99,3002.61,1.06,52.83,84.06,1688.6,25.35,109.15,528.4,0,NORMAL
PALA-03,84.76,3262.56,2.93,49.03,85.08,1857.6,25.84,166.94,2651.9,0,NORMAL
PALA-02,74.98,3305.43,1.09,59.2,78.44,1637.9,26.7,97.81,2438.4,0,NORMAL
CARG-01,77.15,3202.69,2.41,51.77,85.01,1754.0,25.77,169.49,1736.5,0,NORMAL
PALA-02,83.54,3515.27,1.83,61.35,81.59,1569.4,26.92,156.87,56.0,0,NORMAL
PALA-02,84.8,2802.49,1.57,55.22,79.85,1751.2,26.43,94.42,759.9,0,NORMAL
PALA-01,84.89,3451.61,1.74,61.03,88.64,1842.1,27.15,159.53,2383.6,0,NORMAL
PALA-01,78.46,3392.41,1.86,53.0,79.56,1824.6,26.3,184.44,96.1,0,NORMAL
CARG-02,77.6,3332.22,1.95,50.33,76.57,1828.3,26.79,144.46,2060.3,0,NORMAL
CARG-01,79.72,2649.54,2.23,59.22,78.31,2066.5,24.95,114.46,605.3,0,NORMAL
PALA-03,83.08,3481.1,3.15,51.19,83.9,1687.9,25.11,144.98,2057.9,0,NORMAL
PALA-02,88.68,3065.24,4.5,60.43,77.05,1611.6,25.76,80.66,2778.6,0,NORMAL
PALA-01,72.79,3158.62,1.99,56.89,84.32,1774.7,26.65,171.07,3066.1,0,NORMAL
PALA-01,81.01,3219.29,2.98,61.32,77.59,1614.4,25.78,186.32,1541.8,0,NORMAL
PALA-02,76.0,3323.34,2.1,49.12,80.7,1584.1,26.98,143.58,2131.9,0,NORMAL
PALA-03,74.56,3365.1,1.68,58.78,89.84,1689.7,26.71,150.96,1889.5,0,NORMAL
CARG-01,86.35,3410.71,2.29,50.29,77.47,1957.6,26.03,198.95,1912.8,0,NORMAL
PALA-03,84.45,3396.85,0.88,42.02,72.92,1802.7,26.58,213.84,1382.3,0,NORMAL
PALA-02,84.02,3295.53,1.18,58.48,86.47,1765.7,26.04,185.58,2772.7,0,NORMAL
CARG-02,86.14,3324.87,1.01,53.97,75.4,1519.3,26.65,124.5,1216.8,0,NORMAL
CARG-01,79.84,3053.66,2.23,58.81,77.75,1645.2,25.99,203.28,2093.1,0,NORMAL
PALA-03,80.05,3114.82,0.63,54.46,83.91,1891.9,26.72,181.59,1621.8,0,NORMAL
PALA-03,91.84,3411.18,0.95,54.11,83.75,1687.6,27.49,168.32,1233.5,0,NORMAL
PALA-02,80.89,3400.7,0.73,61.49,71.5,1983.4,25.41,170.86,1310.1,0,NORMAL
PALA-01,85.31,3380.28,2.01,54.59,79.63,1773.8,25.84,197.36,1544.9,0,NORMAL
PALA-02,82.03,3157.4,1.56,51.62,84.41,1701.9,25.88,94.89,1456.9,0,NORMAL
CARG-01,73.68,3413.89,1.74,53.56,89.11,1682.3,26.65,154.69,2495.3,0,NORMAL
PALA-01,72.8,3040.98,2.41,54.79,76.04,1712.2,27.07,120.15,1997.7,0,NORMAL
PALA-01,79.39,3443.92,1.9,39.78,85.27,1545.8,25.01,174.37,1811.8,0,NORMAL
PALA-01,86.75,3203.04,1.65,56.46,78.35,1836.8,26.25,131.42,641.4,0,NORMAL
PALA-01,85.55,3553.15,0.63,60.79,85.17,1773.0,26.42,268.02,1676.1,0,NORMAL
CARG-02,86.11,2976.14,2.42,53.76,76.84,1689.3,27.11,186.32,1718.7,0,NORMAL
CARG-01,77.56,3567.41,0.6,51.9,80.08,1706.6,25.68,119.24,2490.8,0,NORMAL
PALA-02,89.27,3184.94,2.18,55.94,82.55,1817.2,26.98,193.55,1558.7,0,NORMAL
PALA-01,77.66,3181.69,7.15,62.72,84.82,1963.6,26.63,145.68,1842.5,0,NORMAL
PALA-02,82.96,3285.07,2.62,56.35,83.28,1903.8,27.82,163.22,1432.8,0,NORMAL
PALA-02,81.95,3124.53,1.38,55.07,79.28,1742.3,28.16,155.03,3425.7,0,NORMAL
PALA-01,81.22,3236.98,3.09,52.05,78.99,1621.3,27.04,96.06,3002.5,0,NORMAL
PALA-02,88.02,3117.23,4.87,48.65,88.12,1536.0,26.19,138.85,199.1,0,NORMAL
PALA-02,78.83,3123.81,3.34,54.12,82.11,1734.7,26.79,120.54,3008.7,0,NORMAL
PALA-03,75.93,3337.64,3.87,54.21,79.1,1626.0,26.87,75.53,1307.2,0,NORMAL
PALA-03,82.09,3087.72,1.22,44.34,83.15,1738.6,26.82,141.43,1198.0,0,NORMAL
PALA-01,80.2,3111.73,1.58,50.37,83.49,1754.9,26.74,150.86,379.1,0,NORMAL
PALA-02,97.2,3002.9,2.81,59.79,75.59,1806.0,26.83,108.56,3176.6,0,NORMAL
PALA-03,85.04,3159.29,1.88,52.71,82.95,1579.4,27.24,197.75,3076.7,0,NORMAL
PALA-03,80.16,3486.09,1.17,41.72,74.97,1613.5,28.16,173.02,3275.0,0,NORMAL
CARG-02,77.25,3097.73,2.64,62.01,78.42,1682.3,24.95,163.59,2710.1,0,NORMAL
PALA-03,73.54,3118.31,2.81,49.54,77.05,1751.3,27.44,178.01,415.1,0,NORMAL
PALA-01,77.39,3284.91,1.68,51.65,80.48,1744.2,26.51,179.12,142.1,0,NORMAL
PALA-01,82.52,3183.26,1.07,59.31,79.25,2029.4,25.77,169.36,3190.4,0,NORMAL
PALA-03,88.42,3651.07,1.54,50.29,80.2,1448.9,25.32,214.07,1945.2,0,NORMAL
PALA-01,87.05,3220.74,1.6,44.15,73.42,1853.2,26.64,86.67,870.0,0,NORMAL
PALA-03,83.03,3310.34,2.11,55.09,80.7,1847.0,26.43,178.63,349.9,0,NORMAL
CARG-02,80.55,3419.88,0.97,57.98,76.59,1610.2,25.54,146.91,552.3,0,NORMAL
PALA-03,83.21,3416.42,1.8,51.65,90.13,1663.3,26.38,209.0,593.0,0,NORMAL
PALA-02,79.67,3291.99,1.48,53.39,79.4,1931.4,27.23,172.89,2257.7,0,NORMAL
PALA-03,89.73,3221.0,2.66,48.1,79.97,1645.3,27.64,156.02,936.0,0,NORMAL
PALA-02,81.15,3614.33,8.94,49.02,83.78,1647.3,26.5,210.46,1105.1,0,NORMAL
PALA-03,81.61,3232.04,2.17,52.39,86.29,1734.4,26.5,153.6,2115.5,0,NORMAL
CARG-02,72.03,3170.5,1.92,57.24,76.29,1781.5,26.9,174.66,2776.4,0,NORMAL
PALA-02,81.12,3133.75,2.39,54.49,83.29,1839.7,27.33,137.96,1432.7,0,NORMAL
CARG-02,85.76,2939.18,2.85,59.1,84.87,1844.9,26.55,164.61,183.3,0,NORMAL
CARG-02,77.2,3397.89,0.36,62.27,81.74,1813.8,26.68,232.29,2301.1,0,NORMAL
PALA-01,78.62,2827.35,1.91,58.43,81.66,1491.0,26.08,190.11,2412.0,0,NORMAL
PALA-01,85.57,3248.97,3.02,46.05,78.95,1715.0,26.27,174.92,1210.8,0,NORMAL
PALA-01,75.36,3213.13,0.77,52.58,79.71,1799.8,25.89,111.92,54.2,0,NORMAL
PALA-01,86.76,3653.19,2.16,58.38,80.57,1802.2,25.57,242.52,2022.3,0,NORMAL
PALA-01,79.61,2920.3,3.17,53.4,79.3,1634.8,25.44,117.27,2723.7,0,NORMAL
PALA-03,80.25,3087.8,4.79,45.9,84.55,1597.3,25.71,162.49,806.5,0,NORMAL
PALA-01,76.94,3225.5,2.28,51.24,77.51,1589.0,25.66,176.15,1818.7,0,NORMAL
PALA-02,83.7,3214.44,2.65,42.64,84.42,1775.9,26.64,182.1,2456.5,0,NORMAL
CARG-01,93.07,3151.08,2.51,52.61,86.31,1840.9,26.76,135.29,2082.3,0,NORMAL
PALA-01,85.52,3235.42,0.88,50.58,82.48,1737.0,26.06,183.47,2710.9,0,NORMAL
CARG-01,78.11,3023.28,5.71,52.2,73.84,1591.6,25.73,117.04,1458.0,0,NORMAL
PALA-02,87.11,3314.29,2.38,59.91,83.45,1741.6,28.12,218.03,3051.9,0,NORMAL
PALA-01,80.57,2832.13,1.77,47.34,78.43,1605.8,26.05,115.05,1148.5,0,NORMAL
PALA-03,88.19,3245.36,3.66,50.41,78.89,1631.6,25.93,141.84,581.9,0,NORMAL
PALA-03,85.63,3141.94,1.33,48.29,82.45,1675.8,25.14,179.99,2755.9,0,NORMAL
CARG-02,68.76,4466.21,2.54,59.36,85.42,1624.2,26.81,289.71,85.1,1,FALLA_SOBRECARGA
CARG-01,77.48,3565.96,1.68,59.66,74.35,1584.4,27.86,213.06,3330.7,0,NORMAL
CARG-01,86.25,3190.41,1.3,55.8,81.23,1905.9,26.25,204.05,304.2,0,NORMAL
PALA-02,82.68,3500.33,2.01,55.54,88.97,1493.5,26.12,177.28,2767.6,0,NORMAL
PALA-01,77.39,3193.1,2.16,48.0,76.6,1649.0,26.62,134.84,467.6,0,NORMAL
CARG-01,79.15,3076.1,1.89,55.0,80.2,1694.1,26.65,155.61,1018.2,0,NORMAL
CARG-01,73.42,3564.26,6.0,48.39,78.54,1867.4,24.4,108.88,2123.2,0,NORMAL
CARG-02,81.6,3343.74,2.15,54.21,83.81,1755.4,26.92,130.54,533.6,0,NORMAL
PALA-02,91.95,3250.8,1.64,52.28,76.0,1686.2,27.9,151.48,385.7,0,NORMAL
PALA-02,85.62,3373.69,2.13,51.03,74.72,1631.1,26.44,190.77,3263.9,0,NORMAL
CARG-01,91.86,3299.36,2.83,54.14,84.33,1857.7,26.31,174.87,2535.0,0,NORMAL
PALA-02,85.97,3237.54,2.46,57.39,81.95,1623.2,27.04,150.56,463.6,0,NORMAL
CARG-02,86.62,3011.24,4.21,62.88,76.26,1745.3,26.94,133.44,1840.9,0,NORMAL
CARG-02,90.88,3201.3,2.28,56.75,80.73,1699.7,26.54,186.75,2930.2,0,NORMAL
PALA-02,83.7,3362.19,0.51,65.39,75.87,1777.6,27.02,139.78,350.2,0,NORMAL
CARG-01,81.16,3227.9,2.16,55.0,84.69,1908.5,27.06,183.82,2847.0,0,NORMAL
CARG-01,86.65,3412.42,2.18,62.92,82.11,1804.7,25.46,178.12,2957.8,0,NORMAL
PALA-01,88.54,3319.06,3.24,56.18,78.14,1704.5,25.48,197.35,1228.3,0,NORMAL
CARG-02,79.84,3091.94,0.62,55.2,78.68,1921.1,25.37,130.05,3484.7,0,NORMAL
PALA-03,78.75,3012.55,2.6,53.16,79.16,1909.6,25.19,144.48,1405.1,0,NORMAL
CARG-01,82.62,3221.71,3.01,55.5,76.7,1856.7,27.05,159.92,3162.8,0,NORMAL
PALA-02,85.74,3155.64,2.19,56.16,86.36,1753.8,27.05,149.22,3147.9,0,NORMAL
CARG-02,85.59,3310.54,2.88,46.91,85.65,1627.5,26.76,136.42,2511.4,0,NORMAL
PALA-02,75.59,3120.74,1.19,57.5,79.39,1436.1,27.73,136.11,52.9,0,NORMAL
PALA-01,90.6,3139.23,3.11,46.58,79.74,1745.4,26.15,115.21,2405.5,0,NORMAL
CARG-02,79.11,3439.55,1.08,57.51,76.51,1812.9,25.85,132.96,375.6,0,NORMAL
PALA-01,80.81,3276.68,1.44,56.99,80.36,1559.5,26.5,184.46,174.6,0,NORMAL
PALA-02,77.94,3123.51,2.75,61.11,82.96,1769.9,27.31,191.2,672.6,0,NORMAL
CARG-02,94.14,3253.18,5.05,49.69,85.72,1666.5,25.93,170.31,1814.2,0,NORMAL
CARG-02,111.37,3498.2,4.59,49.06,98.93,1781.2,27.95,151.4,1638.4,1,FALLA_TERMICA
PALA-03,78.17,3302.88,2.38,59.54,74.26,1646.0,26.34,156.27,1393.7,0,NORMAL
PALA-03,85.89,3356.73,0.79,48.63,76.97,1632.9,26.81,209.36,1895.1,0,NORMAL
PALA-02,85.46,3114.6,1.47,48.13,83.22,1712.7,26.53,189.91,963.3,0,NORMAL
PALA-02,81.16,3434.76,1.71,55.04,80.83,1578.8,26.08,68.56,1129.9,0,NORMAL
PALA-02,85.78,3667.26,0.4,53.77,84.97,1835.4,27.13,130.18,770.4,0,NORMAL
PALA-03,78.29,3107.54,1.07,54.78,81.17,1722.4,23.62,141.83,1610.4,0,NORMAL
CARG-01,79.78,3037.26,3.15,56.69,87.46,1582.7,26.13,213.59,2514.2,0,NORMAL
CARG-01,72.95,3281.6,4.44,56.72,74.66,1646.1,27.04,182.13,1815.2,0,NORMAL
CARG-01,76.04,3407.59,3.41,53.61,71.04,1790.8,25.24,109.63,2986.8,0,NORMAL
PALA-01,123.46,3233.55,1.52,54.24,104.56,1683.8,25.84,184.32,1745.4,1,FALLA_TERMICA
PALA-02,89.39,3060.42,2.82,53.67,77.82,1805.2,26.01,260.54,746.7,0,NORMAL
PALA-01,82.3,3230.45,1.98,54.18,81.55,1600.6,26.14,188.83,1817.0,0,NORMAL
PALA-03,89.48,3357.66,1.06,47.06,81.54,1686.4,25.92,129.57,1332.4,0,NORMAL
PALA-02,81.28,3176.73,2.33,57.78,82.31,1711.3,25.59,212.56,1746.5,0,NORMAL
CARG-02,80.9,3359.31,2.69,59.25,79.11,1987.2,26.34,171.72,389.0,0,NORMAL
PALA-02,82.25,3459.65,1.19,57.19,77.19,1632.6,27.04,136.42,2729.5,0,NORMAL
PALA-01,81.44,3293.24,0.89,56.8,76.87,1795.2,26.71,161.71,1246.4,0,NORMAL
PALA-01,81.03,3244.97,1.53,49.05,83.41,1776.6,27.22,151.53,108.3,0,NORMAL
CARG-01,87.15,3399.28,3.67,46.92,84.09,1929.7,26.24,135.48,2003.5,0,NORMAL
PALA-03,82.68,3095.9,2.94,58.15,80.0,1883.1,27.41,117.39,2409.2,0,NORMAL
PALA-01,85.21,3078.15,1.59,54.14,78.61,1664.5,25.38,138.94,300.6,0,NORMAL
PALA-01,86.64,3202.02,1.24,54.85,83.27,1594.1,27.45,158.24,1343.7,0,NORMAL
CARG-01,83.75,3161.46,1.97,55.07,75.07,1550.1,27.27,187.83,1704.8,0,NORMAL
PALA-01,77.63,3105.4,1.03,55.29,88.8,1748.3,25.14,115.34,1784.4,0,NORMAL
CARG-01,75.91,3579.48,2.2,57.23,82.81,1841.7,26.77,111.72,173.2,0,NORMAL
CARG-01,82.67,3640.96,1.82,53.52,80.36,1857.3,26.3,163.68,2233.1,0,NORMAL
PALA-01,81.23,3186.33,0.38,44.47,84.32,1688.7,26.32,148.48,374.6,0,NORMAL
PALA-01,82.39,3266.51,1.64,57.44,83.52,1725.3,26.45,146.22,1259.4,0,NORMAL
CARG-02,81.93,3216.19,0.42,56.89,81.94,1891.1,25.9,127.83,1800.3,0,NORMAL
PALA-02,93.63,3449.35,2.28,47.53,73.44,1628.4,27.15,129.53,2640.1,0,NORMAL
PALA-02,76.01,3485.02,0.98,48.17,82.64,1423.0,26.4,120.72,1310.5,0,NORMAL
CARG-01,73.05,2930.09,0.7,58.41,86.82,1858.4,25.5,97.29,2883.2,0,NORMAL
CARG-02,83.5,3335.68,1.74,59.6,78.78,1580.8,26.37,171.81,2717.1,0,NORMAL
CARG-02,80.31,3014.77,1.65,40.68,84.83,1685.1,26.02,177.31,1448.0,0,NORMAL
CARG-01,83.42,3566.49,2.32,56.2,84.4,1774.8,26.89,218.22,3074.9,0,NORMAL
PALA-02,84.63,3329.24,1.01,52.9,82.18,1664.5,25.35,180.64,3369.5,0,NORMAL
PALA-01,87.78,3101.8,3.89,54.37,81.68,1849.6,28.0,158.76,984.2,0,NORMAL
CARG-01,75.22,3206.56,2.86,54.66,83.24,2040.6,26.5,176.59,2884.7,0,NORMAL
PALA-03,79.49,4004.14,3.97,50.19,82.66,1623.2,25.41,287.66,1036.1,1,FALLA_SOBRECARGA
PALA-02,83.93,3344.52,1.78,57.26,88.56,1736.1,26.24,130.16,2416.4,0,NORMAL
CARG-02,85.47,3437.54,1.17,50.56,84.87,1720.6,26.01,182.68,2353.9,0,NORMAL
PALA-01,91.87,3875.78,4.45,57.74,83.83,1757.5,25.76,294.48,2777.6,1,FALLA_SOBRECARGA
PALA-02,86.3,3580.98,2.83,58.85,85.23,1647.6,26.74,115.31,800.2,0,NORMAL
PALA-01,81.74,3539.02,1.71,49.64,83.83,1642.0,28.18,158.67,3272.8,0,NORMAL
PALA-02,77.99,3092.44,1.93,49.76,72.68,1644.8,27.9,130.88,1531.4,0,NORMAL
PALA-01,79.46,3263.1,1.54,54.57,80.53,1664.6,26.56,192.2,58.0,0,NORMAL
PALA-01,79.33,3557.95,3.21,61.52,78.52,1666.5,25.78,145.05,2717.2,0,NORMAL
PALA-01,84.95,3471.93,2.41,51.04,82.31,1419.4,26.62,219.77,3264.2,0,NORMAL
PALA-03,83.16,3189.39,2.57,51.98,78.77,1730.6,26.99,201.27,3390.8,0,NORMAL
CARG-01,76.04,3396.58,1.11,55.61,83.36,1683.9,26.56,121.81,1301.6,0,NORMAL
PALA-03,80.04,3789.5,1.84,57.28,79.32,1633.8,27.0,136.66,120.3,0,NORMAL
CARG-02,85.95,3268.93,2.18,56.63,87.79,1731.2,26.76,183.52,1229.8,0,NORMAL
PALA-02,83.58,3136.12,0.75,54.16,87.6,1719.3,26.63,161.95,3098.6,0,NORMAL
PALA-02,84.56,3281.04,2.39,52.47,75.21,1672.3,25.43,150.2,2960.8,0,NORMAL
CARG-02,83.72,3294.38,2.07,55.66,82.29,1721.1,26.3,161.94,1358.3,0,NORMAL
PALA-01,89.32,3155.58,3.07,38.0,79.15,1650.2,27.93,155.64,577.9,0,NORMAL
CARG-02,83.06,3329.49,3.33,63.35,82.01,1579.7,26.79,195.26,2274.2,0,NORMAL
PALA-01,80.26,3024.21,4.96,53.07,83.35,1955.3,27.33,150.03,2340.9,0,NORMAL
CARG-02,77.88,3130.2,2.14,54.91,75.88,1660.5,28.01,176.4,2225.9,0,NORMAL
PALA-01,83.12,2339.77,1.64,39.55,77.11,1751.9,25.46,176.24,569.8,1,FALLA_PRESION_HIDRAULICA
CARG-02,71.02,2934.12,1.01,50.29,77.6,2031.6,28.48,203.52,2894.0,0,NORMAL
PALA-03,81.17,3412.57,0.91,65.66,78.79,1670.4,27.18,157.53,175.6,0,NORMAL
CARG-02,81.07,2887.84,1.92,57.7,78.91,1775.2,27.33,165.49,3396.1,0,NORMAL
PALA-01,75.86,2938.36,0.86,56.23,84.19,1999.2,25.86,173.09,3160.7,0,NORMAL
PALA-03,77.82,3160.18,0.96,57.22,81.89,1522.0,26.98,137.28,3479.7,0,NORMAL
CARG-02,85.64,3301.64,1.96,49.79,77.52,1880.1,25.76,154.46,2117.7,0,NORMAL
PALA-03,83.04,3488.55,1.57,45.76,79.72,1746.7,26.52,128.2,2132.4,0,NORMAL
PALA-03,82.46,3260.37,1.17,48.1,71.52,1659.4,26.67,184.05,1376.7,0,NORMAL
PALA-03,83.38,3205.62,1.63,59.44,89.08,1725.8,26.21,214.84,439.5,0,NORMAL
PALA-02,82.42,3354.32,2.91,49.32,81.07,1676.6,27.32,93.18,2654.1,0,NORMAL
PALA-03,87.59,3093.24,2.42,45.73,84.97,1909.2,25.98,194.93,1746.1,0,NORMAL
PALA-03,82.56,3275.09,3.27,53.6,84.17,1718.1,24.79,158.46,1306.9,0,NORMAL
CARG-02,75.44,3034.1,1.79,56.87,80.86,1803.7,26.2,204.18,3070.8,0,NORMAL
PALA-01,89.34,3264.87,1.54,54.19,71.47,1656.5,27.4,169.11,56.7,0,NORMAL
PALA-02,83.67,3226.63,2.12,57.03,78.77,1755.1,28.36,193.99,1700.8,0,NORMAL
CARG-02,79.35,3105.23,0.97,59.78,82.41,1674.1,27.45,156.33,2300.4,0,NORMAL
CARG-02,76.36,2144.32,1.71,32.55,81.24,1549.6,27.25,161.68,64.0,1,FALLA_PRESION_HIDRAULICA
PALA-02,83.78,3278.54,1.61,53.23,85.16,1877.0,26.1,193.71,2560.3,0,NORMAL
PALA-03,81.47,3461.58,6.48,51.28,80.99,1761.8,28.24,245.86,622.7,0,NORMAL
PALA-02,89.08,2960.99,3.58,57.85,88.37,1812.5,26.95,141.54,2966.9,0,NORMAL
PALA-01,80.44,3236.31,11.09,55.38,76.76,1632.6,26.98,164.04,3094.7,1,FALLA_DESGASTE_RODAMIENTOS
PALA-02,78.23,3113.15,2.46,49.7,83.07,1862.2,26.9,134.64,532.2,0,NORMAL
PALA-02,86.03,3406.56,4.25,60.51,76.88,1776.1,25.47,151.64,2030.3,0,NORMAL
PALA-03,108.35,3385.7,0.13,55.31,110.17,1738.0,26.71,142.04,2662.8,1,FALLA_TERMICA
PALA-01,116.13,3341.42,2.45,57.26,105.51,1843.5,25.24,125.08,151.1,1,FALLA_TERMICA
CARG-02,85.04,3123.31,1.28,52.04,73.97,1680.5,27.06,177.77,1930.0,0,NORMAL
CARG-02,106.95,3409.38,1.22,59.65,99.15,1875.4,26.67,167.13,224.6,1,FALLA_TERMICA
PALA-03,83.05,2974.58,2.95,46.07,79.11,1640.5,25.89,128.68,2187.5,0,NORMAL
PALA-03,87.24,2937.64,2.68,62.38,87.23,1724.0,27.3,119.24,3093.4,0,NORMAL
PALA-02,84.81,3020.34,2.44,44.31,83.97,1607.6,26.11,190.37,1412.0,0,NORMAL
CARG-01,81.24,3243.97,3.34,47.12,82.79,1582.2,26.13,142.69,1554.1,0,NORMAL
PALA-03,88.09,3371.53,3.25,55.26,80.74,1664.1,26.83,238.51,3421.6,0,NORMAL
PALA-01,71.36,2714.31,0.66,51.35,76.49,1700.7,26.39,157.05,1623.3,0,NORMAL
CARG-02,91.23,3488.09,1.81,52.36,77.27,1786.2,26.59,161.53,1035.1,0,NORMAL
CARG-01,74.32,3273.6,2.57,51.34,78.79,1642.8,27.23,152.06,3487.4,0,NORMAL
CARG-02,79.18,2967.8,3.76,50.08,78.43,1790.4,25.81,110.64,2398.5,0,NORMAL
CARG-01,81.82,3268.17,2.78,55.58,78.37,1681.6,25.74,110.55,2056.7,0,NORMAL
PALA-03,81.34,3446.65,2.97,53.76,77.19,1660.7,26.21,208.55,2325.3,0,NORMAL
PALA-02,86.53,3357.9,1.05,58.42,81.02,1795.5,26.35,206.82,2777.9,0,NORMAL
CARG-02,77.24,3447.83,0.82,54.4,77.99,1654.7,26.91,125.55,179.1,0,NORMAL
CARG-02,83.17,3004.08,2.39,51.92,85.53,1939.0,27.95,177.43,739.6,0,NORMAL
PALA-01,79.4,3175.48,1.53,57.87,85.49,1771.9,26.37,206.64,176.2,0,NORMAL
PALA-01,83.33,3083.56,2.61,44.84,83.4,1555.9,26.43,113.61,1087.1,0,NORMAL
PALA-02,81.71,3559.16,1.38,41.09,82.94,1705.7,25.88,159.6,2668.1,0,NORMAL
CARG-01,82.42,3365.09,1.51,46.06,74.79,1642.3,25.78,141.62,1442.2,0,NORMAL
